0000004C, AMS_PackVoltage, 0.0
0000F828, TCTorqueAdjustment, 0.0
0000F82B, TempChannelMuxSelect, 2
0000F82B, TempChannel07, 24.519999999999996
0000F82B, TempChannel08, 21.370000000000005
0000F82B, TempChannel09, 21.450000000000003
0000F83D, ThrottlePercent, 0
0000F83D, BrakePercent, 9
0000F83D, brakePressure, 10
0000F83D, SteeringAngle, -102
0000F83D, BrakeWhileThrottle, 0
0000F847, VCU_wheelSpeed_RL, 0.0
0000F847, VCU_wheelSpeed_RR, 0.0
0000F849, RLSpeedKPH, 0.0
0000F849, RRSpeedKPH, 0.0
0000F849, FLSpeedKPH, 0.0
0000F849, FRSpeedKPH, 0.0
0000F84B, TCTorqueMax, 3.392
0000F84B, TCLeftSlip, -0.999
0000F84B, TCRightSlip, -0.999
0000F84B, TCTorqueAdjustment, 0.0
0000F852, StateBatteryChargeHV, 92.80000000000001
0000F852, StateBatteryHealthHV, 0.0
0000F852, StateBatteryPowerHV, 100.80000000000001
0000F852, TempCellMax, 24.75
0000F852, TempCellMin, 21.5
0000F852, StateBMS, Wait_System_Up
0000F857, VoltageCellMuxSelect, 3
0000F857, VoltageCell10, 3.7734
0000F857, VoltageCell11, 3.7166
0000F857, VoltageCell12, 3.7249000000000003
0000F858, AdjustedVoltageCellMuxSelect, 3
0000F858, AdjustedVoltageCell10, 3.7734
0000F858, AdjustedVoltageCell11, 3.7166
0000F858, AdjustedVoltageCell12, 3.7249000000000003
0000F85D, TempChannelMuxSelect, 3
0000F85D, TempChannel10, 21.460000000000008
0000F85D, TempChannel11, 21.450000000000003
0000F85D, TempChannel12, 21.480000000000004
0000F86A, VCU_wheelSpeed_RL, 0.0
0000F86A, VCU_wheelSpeed_RR, 0.0
0000F86C, RLSpeedKPH, 0.0
0000F86C, RRSpeedKPH, 0.0
0000F86C, FLSpeedKPH, 0.0
0000F86C, FRSpeedKPH, 0.0
0000F86E, TCTorqueMax, 3.392
0000F86E, TCLeftSlip, -0.999
0000F86E, TCRightSlip, -0.999
0000F86E, TCTorqueAdjustment, 0.0
0000F86F, ThrottlePercent, 0
0000F86F, BrakePercent, 6
0000F86F, brakePressure, 10
0000F86F, SteeringAngle, -102
0000F86F, BrakeWhileThrottle, 0
0000F871, VoltageBusHV, 0.04
0000F871, VoltageCellMax, 3.9128000000000003
0000F871, VoltageCellMin, 3.6955
0000F871, CurrentBusHV, 0.0
0000F873, AMS_PackVoltage, 525.58
0000F88B, VoltageCellMuxSelect, 4
0000F88B, VoltageCell13, 3.7264000000000004
0000F88B, VoltageCell14, 3.7264000000000004
0000F88B, VoltageCell15, 3.7258
0000F88D, VCU_wheelSpeed_RL, 0.0
0000F88D, VCU_wheelSpeed_RR, 0.0
0000F88D, AdjustedVoltageCellMuxSelect, 4
0000F88D, AdjustedVoltageCell13, 3.7264000000000004
0000F88D, AdjustedVoltageCell14, 3.7265
0000F88D, AdjustedVoltageCell15, 3.7257000000000002
0000F88E, TempChannelMuxSelect, 4
0000F88E, TempChannel13, 21.790000000000006
0000F88E, TempChannel14, 21.61
0000F88E, TempChannel15, 21.820000000000007
0000F88F, RLSpeedKPH, 0.0
0000F88F, RRSpeedKPH, 0.0
0000F88F, FLSpeedKPH, 0.0
0000F88F, FRSpeedKPH, 0.0
0000F891, TCTorqueMax, 3.392
0000F891, TCLeftSlip, -0.999
0000F891, TCRightSlip, -0.999
0000F891, TCTorqueAdjustment, 0.0
0000F8A1, ThrottlePercent, 0
0000F8A1, BrakePercent, 9
0000F8A1, brakePressure, 10
0000F8A1, SteeringAngle, -102
0000F8A1, BrakeWhileThrottle, 0
0000F8B0, VCU_wheelSpeed_RL, 0.0
0000F8B0, VCU_wheelSpeed_RR, 0.0
0000F8B2, RLSpeedKPH, 0.0
0000F8B2, RRSpeedKPH, 0.0
0000F8B2, FLSpeedKPH, 0.0
0000F8B2, FRSpeedKPH, 0.0
0000F8B4, TCTorqueMax, 3.392
0000F8B4, TCLeftSlip, -0.999
0000F8B4, TCRightSlip, -0.999
0000F8B4, TCTorqueAdjustment, 0.0
0000F8C0, StateBatteryChargeHV, 92.80000000000001
0000F8C0, StateBatteryHealthHV, 0.0
0000F8C0, StateBatteryPowerHV, 100.80000000000001
0000F8C0, TempCellMax, 24.75
0000F8C0, TempCellMin, 21.5
0000F8C0, StateBMS, Wait_System_Up
0000F8C0, VoltageCellMuxSelect, 5
0000F8C0, VoltageCell16, 3.7299
0000F8C0, VoltageCell17, 3.7153
0000F8C0, VoltageCell18, 3.7827
0000F8C3, AdjustedVoltageCellMuxSelect, 5
0000F8C3, AdjustedVoltageCell16, 3.73
0000F8C3, AdjustedVoltageCell17, 3.7155
0000F8C3, AdjustedVoltageCell18, 3.7825
0000F8C5, TempChannelMuxSelect, 5
0000F8C5, TempChannel16, 21.710000000000008
0000F8C5, TempChannel17, 21.879999999999995
0000F8C5, TempChannel18, 21.540000000000006
0000F8D3, ThrottlePercent, 0
0000F8D3, BrakePercent, 8
0000F8D3, brakePressure, 10
0000F8D3, SteeringAngle, -102
0000F8D3, BrakeWhileThrottle, 0
0000F8D3, VCU_wheelSpeed_RL, 0.0
0000F8D3, VCU_wheelSpeed_RR, 0.0
0000F8D5, RLSpeedKPH, 0.0
0000F8D5, RRSpeedKPH, 0.0
0000F8D5, FLSpeedKPH, 0.0
0000F8D5, FRSpeedKPH, 0.0
0000F8D7, TCTorqueMax, 3.392
0000F8D7, TCLeftSlip, -0.999
0000F8D7, TCRightSlip, -0.999
0000F8D7, TCTorqueAdjustment, 0.0
0000F8D7, VoltageBusHV, 0.02
0000F8D7, VoltageCellMax, 3.9129
0000F8D7, VoltageCellMin, 3.6955
0000F8D7, CurrentBusHV, 0.0
0000F8D9, AMS_PackVoltage, 525.58
0000F8ED, VoltageCellMuxSelect, 6
0000F8ED, VoltageCell19, 3.7725
0000F8ED, VoltageCell20, 3.7742
0000F8ED, VoltageCell21, 3.7163000000000004
0000F8EE, AdjustedVoltageCellMuxSelect, 6
0000F8EE, AdjustedVoltageCell19, 3.7725
0000F8EE, AdjustedVoltageCell20, 3.7742
0000F8EE, AdjustedVoltageCell21, 3.7165000000000004
0000F8F3, TempChannelMuxSelect, 6
0000F8F3, TempChannel19, 21.60000000000001
0000F8F3, TempChannel20, 21.760000000000005
0000F8F3, TempChannel21, 21.810000000000002
0000F8F6, VCU_wheelSpeed_RL, 0.0
0000F8F6, VCU_wheelSpeed_RR, 0.0
0000F8F8, RLSpeedKPH, 0.0
0000F8F8, RRSpeedKPH, 0.0
0000F8F8, FLSpeedKPH, 0.0
0000F8F8, FRSpeedKPH, 0.0
0000F8FA, TCTorqueMax, 3.392
0000F8FA, TCLeftSlip, -0.999
0000F8FA, TCRightSlip, -0.999
0000F8FA, TCTorqueAdjustment, 0.0
0000F905, ThrottlePercent, 0
0000F905, BrakePercent, 6
0000F905, brakePressure, 10
0000F905, SteeringAngle, -102
0000F905, BrakeWhileThrottle, 0
0000F919, VCU_wheelSpeed_RL, 0.0
0000F919, VCU_wheelSpeed_RR, 0.0
0000F91B, RLSpeedKPH, 0.0
0000F91B, RRSpeedKPH, 0.0
0000F91B, FLSpeedKPH, 0.0
0000F91B, FRSpeedKPH, 0.0
0000F91D, TCTorqueMax, 3.392
0000F91D, TCLeftSlip, -0.999
0000F91D, TCRightSlip, -0.999
0000F91D, TCTorqueAdjustment, 0.0
0000F92E, StateBatteryChargeHV, 92.80000000000001
0000F92E, StateBatteryHealthHV, 0.0
0000F92E, StateBatteryPowerHV, 100.80000000000001
0000F92E, TempCellMax, 24.75
0000F92E, TempCellMin, 21.5
0000F92E, StateBMS, Wait_System_Up
0000F92E, VoltageCellMuxSelect, 7
0000F92E, VoltageCell22, 3.7271
0000F92E, VoltageCell23, 3.7269
0000F92E, VoltageCell24, 3.7255000000000003
0000F930, AdjustedVoltageCellMuxSelect, 7
0000F930, AdjustedVoltageCell22, 3.7271
0000F930, AdjustedVoltageCell23, 3.7269
0000F930, AdjustedVoltageCell24, 3.7255000000000003
0000F932, TempChannelMuxSelect, 7
0000F932, TempChannel22, 21.700000000000003
0000F932, TempChannel23, 21.67
0000F932, TempChannel24, 21.519999999999996
0000F939, ThrottlePercent, 0
0000F939, BrakePercent, 7
0000F939, brakePressure, 10
0000F939, SteeringAngle, -102
0000F939, BrakeWhileThrottle, 0
0000F93C, VCU_wheelSpeed_RL, 0.0
0000F93C, VCU_wheelSpeed_RR, 0.0
0000F93E, RLSpeedKPH, 0.0
0000F93E, RRSpeedKPH, 0.0
0000F93E, FLSpeedKPH, 0.0
0000F93E, FRSpeedKPH, 0.0
0000F93E, VoltageBusHV, 0.01
0000F93E, VoltageCellMax, 3.9129
0000F93E, VoltageCellMin, 3.6955
0000F93E, CurrentBusHV, 0.01
0000F940, TCTorqueMax, 3.392
0000F940, TCLeftSlip, -0.999
0000F940, TCRightSlip, -0.999
0000F940, TCTorqueAdjustment, 0.0
0000F940, AMS_PackVoltage, 525.58
0000F950, VoltageCellMuxSelect, 8
0000F950, VoltageCell25, 3.7785
0000F950, VoltageCell26, 3.729
0000F950, VoltageCell27, 3.6955
0000F954, AdjustedVoltageCellMuxSelect, 8
0000F954, AdjustedVoltageCell25, 3.7784
0000F954, AdjustedVoltageCell26, 3.729
0000F954, AdjustedVoltageCell27, 3.6955
0000F955, TempChannelMuxSelect, 8
0000F955, TempChannel25, 21.570000000000007
0000F955, TempChannel26, 21.570000000000007
0000F955, TempChannel27, 21.629999999999995
0000F95F, VCU_wheelSpeed_RL, 0.0
0000F95F, VCU_wheelSpeed_RR, 0.0
0000F961, RLSpeedKPH, 0.0
0000F961, RRSpeedKPH, 0.0
0000F961, FLSpeedKPH, 0.0
0000F961, FRSpeedKPH, 0.0
0000F963, TCTorqueMax, 3.392
0000F963, TCLeftSlip, -0.999
0000F963, TCRightSlip, -0.999
0000F963, TCTorqueAdjustment, 0.0
0000F969, ThrottlePercent, 0
0000F969, BrakePercent, 9
0000F969, brakePressure, 10
0000F969, SteeringAngle, -101
0000F969, BrakeWhileThrottle, 0
0000F982, VCU_wheelSpeed_RL, 0.0
0000F982, VCU_wheelSpeed_RR, 0.0
0000F982, VoltageCellMuxSelect, 9
0000F982, VoltageCell28, 3.8036000000000003
0000F982, VoltageCell29, 3.7731000000000003
0000F982, VoltageCell30, 3.7719
0000F984, RLSpeedKPH, 0.0
0000F984, RRSpeedKPH, 0.0
0000F984, FLSpeedKPH, 0.0
0000F984, FRSpeedKPH, 0.0
0000F986, TCTorqueMax, 3.392
0000F986, TCLeftSlip, -0.999
0000F986, TCRightSlip, -0.999
0000F986, TCTorqueAdjustment, 0.0
0000F99B, ThrottlePercent, 0
0000F99B, BrakePercent, 9
0000F99B, brakePressure, 10
0000F99B, SteeringAngle, -102
0000F99B, BrakeWhileThrottle, 0
0000F99B, StateBatteryChargeHV, 92.80000000000001
0000F99B, StateBatteryHealthHV, 0.0
0000F99B, StateBatteryPowerHV, 100.80000000000001
0000F99B, TempCellMax, 24.75
0000F99B, TempCellMin, 21.5
0000F99B, StateBMS, Wait_System_Up
0000F99B, AdjustedVoltageCellMuxSelect, 9
0000F99B, AdjustedVoltageCell28, 3.8039
0000F99B, AdjustedVoltageCell29, 3.7732
0000F99B, AdjustedVoltageCell30, 3.7720000000000002
0000F99E, TempChannelMuxSelect, 9
0000F99E, TempChannel28, 21.409999999999997
0000F99E, TempChannel29, 21.379999999999995
0000F99E, TempChannel30, 21.439999999999998
0000F9A5, VCU_wheelSpeed_RL, 0.0
0000F9A5, VCU_wheelSpeed_RR, 0.0
0000F9A5, VoltageBusHV, 0.0
0000F9A5, VoltageCellMax, 3.9128000000000003
0000F9A5, VoltageCellMin, 3.6955
0000F9A5, CurrentBusHV, 0.0
0000F9A7, RLSpeedKPH, 0.0
0000F9A7, RRSpeedKPH, 0.0
0000F9A7, FLSpeedKPH, 0.0
0000F9A7, FRSpeedKPH, 0.0
0000F9A7, AMS_PackVoltage, 525.58
0000F9A9, TCTorqueMax, 3.392
0000F9A9, TCLeftSlip, -0.999
0000F9A9, TCRightSlip, -0.999
0000F9A9, TCTorqueAdjustment, 0.0
0000F9B4, VoltageCellMuxSelect, 10
0000F9B4, VoltageCell31, 3.77
0000F9B4, VoltageCell32, 3.726
0000F9B4, VoltageCell33, 3.7247000000000003
0000F9B5, PDU_Heartbeat_dummydata, 0
0000F9B6, ChannelCurrentFanLeft, 0.0
0000F9B6, ChannelCurrentFanRight, 0.01
0000F9B6, ChannelCurrentPumpLeft, 0.0
0000F9B6, ChannelCurrentPumpRight, 0.0
0000F9B6, ChannelCurrentBMU, 0.27
0000F9B6, ChannelCurrentDCU, 0.05
0000F9B6, ChannelCurrentVCU, 0.5700000000000001
0000F9B6, ChannelCurrentWSB, 0.44
0000F9B7, ChannelCurrentAUX, 0.0
0000F9B7, ChannelCurrentBrakeLight, 0.0
0000F9B7, ChannelCurrentMCLeft, 0.0
0000F9B7, ChannelCurrentMCRight, 0.0
0000F9B7, CarStateIsLV, -1
0000F9B7, CarStateIsEM, 0
0000F9B7, CarStateIsHV, 0
0000F9B7, AdjustedVoltageCellMuxSelect, 10
0000F9B7, AdjustedVoltageCell31, 3.77
0000F9B7, AdjustedVoltageCell32, 3.7261
0000F9B7, AdjustedVoltageCell33, 3.7247000000000003
0000F9BA, TempChannelMuxSelect, 10
0000F9BA, TempChannel31, 24.519999999999996
0000F9BA, TempChannel32, 21.42
0000F9BA, TempChannel33, 21.439999999999998
0000F9C2, DCU_Heartbeat_dummydata, 0
0000F9C8, VCU_wheelSpeed_RL, 0.0
0000F9C8, VCU_wheelSpeed_RR, 0.0
0000F9CA, RLSpeedKPH, 0.0
0000F9CA, RRSpeedKPH, 0.0
0000F9CA, FLSpeedKPH, 0.0
0000F9CA, FRSpeedKPH, 0.0
0000F9CC, TCTorqueMax, 3.392
0000F9CC, TCLeftSlip, -0.999
0000F9CC, TCRightSlip, -0.999
0000F9CC, TCTorqueAdjustment, 0.0
0000F9CD, ThrottlePercent, 0
0000F9CD, BrakePercent, 6
0000F9CD, brakePressure, 10
0000F9CD, SteeringAngle, -102
0000F9CD, BrakeWhileThrottle, 0
0000F9E7, BMU_Heartbeat_dummydata, 0
0000F9E8, FanPeriod, -112
0000F9E8, BrakePressureBMU, 493.0
0000F9E8, VoltageCellMuxSelect, 11
0000F9E8, VoltageCell34, 3.7251000000000003
0000F9E8, VoltageCell35, 3.7256
0000F9E8, VoltageCell36, 3.7287000000000003
0000F9E9, AdjustedVoltageCellMuxSelect, 11
0000F9E9, AdjustedVoltageCell34, 3.7252
0000F9E9, AdjustedVoltageCell35, 3.7256
0000F9E9, AdjustedVoltageCell36, 3.7287000000000003
0000F9EB, VCU_wheelSpeed_RL, 0.0
0000F9EB, VCU_wheelSpeed_RR, 0.0
0000F9ED, RLSpeedKPH, 0.0
0000F9ED, RRSpeedKPH, 0.0
0000F9ED, FLSpeedKPH, 0.0
0000F9ED, FRSpeedKPH, 0.0
0000F9ED, TempChannelMuxSelect, 11
0000F9ED, TempChannel34, 24.519999999999996
0000F9ED, TempChannel35, 21.460000000000008
0000F9ED, TempChannel36, 21.47
0000F9EF, TCTorqueMax, 3.392
0000F9EF, TCLeftSlip, -0.999
0000F9EF, TCRightSlip, -0.999
0000F9EF, TCTorqueAdjustment, 0.0
0000F9FF, VCU_Heartbeat_dummydata, 0
0000F9FF, ThrottlePercent, 0
0000F9FF, BrakePercent, 11
0000F9FF, brakePressure, 10
0000F9FF, SteeringAngle, -102
0000F9FF, BrakeWhileThrottle, 0
0000FA09, StateBatteryChargeHV, 92.80000000000001
0000FA09, StateBatteryHealthHV, 0.0
0000FA09, StateBatteryPowerHV, 100.80000000000001
0000FA09, TempCellMax, 24.75
0000FA09, TempCellMin, 21.5
0000FA09, StateBMS, Wait_System_Up
0000FA0C, VoltageBusHV, 0.0
0000FA0C, VoltageCellMax, 3.9128000000000003
0000FA0C, VoltageCellMin, 3.6955
0000FA0C, CurrentBusHV, 0.0
0000FA0E, VCU_wheelSpeed_RL, 0.0
0000FA0E, VCU_wheelSpeed_RR, 0.0
0000FA0E, AMS_PackVoltage, 525.58
0000FA10, RLSpeedKPH, 0.0
0000FA10, RRSpeedKPH, 0.0
0000FA10, FLSpeedKPH, 0.0
0000FA10, FRSpeedKPH, 0.0
0000FA12, TCTorqueMax, 3.392
0000FA12, TCLeftSlip, -0.999
0000FA12, TCRightSlip, -0.999
0000FA12, TCTorqueAdjustment, 0.0
0000FA19, VoltageBusLV, 12097
0000FA19, CurrentBusLV, 404
0000FA19, VoltageCellMuxSelect, 12
0000FA19, VoltageCell37, 3.7152000000000003
0000FA19, VoltageCell38, 3.7819000000000003
0000FA19, VoltageCell39, 3.7720000000000002
0000FA1B, AdjustedVoltageCellMuxSelect, 12
0000FA1B, AdjustedVoltageCell37, 3.7152000000000003
0000FA1B, AdjustedVoltageCell38, 3.7819000000000003
0000FA1B, AdjustedVoltageCell39, 3.7720000000000002
0000FA20, TempChannelMuxSelect, 12
0000FA20, TempChannel37, 21.460000000000008
0000FA20, TempChannel38, 21.49000000000001
0000FA20, TempChannel39, 21.33
0000FA31, ThrottlePercent, 0
0000FA31, BrakePercent, 3
0000FA31, brakePressure, 10
0000FA31, SteeringAngle, -102
0000FA31, BrakeWhileThrottle, 0
0000FA31, VCU_wheelSpeed_RL, 0.0
0000FA31, VCU_wheelSpeed_RR, 0.0
0000FA33, RLSpeedKPH, 0.0
0000FA33, RRSpeedKPH, 0.0
0000FA33, FLSpeedKPH, 0.0
0000FA33, FRSpeedKPH, 0.0
0000FA35, TCTorqueMax, 3.392
0000FA35, TCLeftSlip, -0.999
0000FA35, TCRightSlip, -0.999
0000FA35, TCTorqueAdjustment, 0.0
0000FA4A, VoltageCellMuxSelect, 13
0000FA4A, VoltageCell40, 3.7732
0000FA4A, VoltageCell41, 3.7921
0000FA4A, VoltageCell42, 3.8232000000000004
0000FA4C, AdjustedVoltageCellMuxSelect, 13
0000FA4C, AdjustedVoltageCell40, 3.7732
0000FA4C, AdjustedVoltageCell41, 3.7921
0000FA4C, AdjustedVoltageCell42, 3.8232000000000004
0000FA50, TempChannelMuxSelect, 13
0000FA50, TempChannel40, 21.5
0000FA50, TempChannel41, 21.47
0000FA50, TempChannel42, 21.549999999999997
0000FA54, VCU_wheelSpeed_RL, 0.0
0000FA54, VCU_wheelSpeed_RR, 0.0
0000FA56, RLSpeedKPH, 0.0
0000FA56, RRSpeedKPH, 0.0
0000FA56, FLSpeedKPH, 0.0
0000FA56, FRSpeedKPH, 0.0
0000FA58, TCTorqueMax, 3.392
0000FA58, TCLeftSlip, -0.999
0000FA58, TCRightSlip, -0.999
0000FA58, TCTorqueAdjustment, 0.0
0000FA63, ThrottlePercent, 0
0000FA63, BrakePercent, 9
0000FA63, brakePressure, 10
0000FA63, SteeringAngle, -102
0000FA63, BrakeWhileThrottle, 0
0000FA74, VoltageBusHV, 0.0
0000FA74, VoltageCellMax, 3.9128000000000003
0000FA74, VoltageCellMin, 3.6955
0000FA74, CurrentBusHV, 0.01
0000FA76, AMS_PackVoltage, 525.58
0000FA77, VCU_wheelSpeed_RL, 0.0
0000FA77, VCU_wheelSpeed_RR, 0.0
0000FA77, StateBatteryChargeHV, 92.80000000000001
0000FA77, StateBatteryHealthHV, 0.0
0000FA77, StateBatteryPowerHV, 100.80000000000001
0000FA77, TempCellMax, 24.75
0000FA77, TempCellMin, 21.5
0000FA77, StateBMS, Wait_System_Up
0000FA79, RLSpeedKPH, 0.0
0000FA79, RRSpeedKPH, 0.0
0000FA79, FLSpeedKPH, 0.0
0000FA79, FRSpeedKPH, 0.0
0000FA7B, TCTorqueMax, 3.392
0000FA7B, TCLeftSlip, -0.999
0000FA7B, TCRightSlip, -0.999
0000FA7B, TCTorqueAdjustment, 0.0
0000FA7C, VoltageCellMuxSelect, 14
0000FA7C, VoltageCell43, 3.8240000000000003
0000FA7C, VoltageCell44, 3.822
0000FA7C, VoltageCell45, 3.8242000000000003
0000FA81, AdjustedVoltageCellMuxSelect, 14
0000FA81, AdjustedVoltageCell43, 3.8240000000000003
0000FA81, AdjustedVoltageCell44, 3.822
0000FA81, AdjustedVoltageCell45, 3.8243
0000FA82, TempChannelMuxSelect, 14
0000FA82, TempChannel43, 21.460000000000008
0000FA82, TempChannel44, 21.400000000000006
0000FA82, TempChannel45, 21.5
0000FA95, ThrottlePercent, 0
0000FA95, BrakePercent, 7
0000FA95, brakePressure, 10
0000FA95, SteeringAngle, -102
0000FA95, BrakeWhileThrottle, 0
0000FA9A, VCU_wheelSpeed_RL, 0.0
0000FA9A, VCU_wheelSpeed_RR, 0.0
0000FA9C, RLSpeedKPH, 0.0
0000FA9C, RRSpeedKPH, 0.0
0000FA9C, FLSpeedKPH, 0.0
0000FA9C, FRSpeedKPH, 0.0
0000FA9E, TCTorqueMax, 3.392
0000FA9E, TCLeftSlip, -0.999
0000FA9E, TCRightSlip, -0.999
0000FA9E, TCTorqueAdjustment, 0.0
0000FAAF, VoltageCellMuxSelect, 15
0000FAAF, VoltageCell46, 3.8263000000000003
0000FAAF, VoltageCell47, 3.7936
0000FAAF, VoltageCell48, 3.9128000000000003
0000FAB1, AdjustedVoltageCellMuxSelect, 15
0000FAB1, AdjustedVoltageCell46, 3.8263000000000003
0000FAB1, AdjustedVoltageCell47, 3.7936
0000FAB1, AdjustedVoltageCell48, 3.9128000000000003
0000FAB2, TempChannelMuxSelect, 15
0000FAB2, TempChannel46, 21.290000000000006
0000FAB2, TempChannel47, 21.370000000000005
0000FAB2, TempChannel48, 21.39
0000FABD, VCU_wheelSpeed_RL, 0.0
0000FABD, VCU_wheelSpeed_RR, 0.0
0000FAD1, RLSpeedKPH, 0.0
0000FAD1, RRSpeedKPH, 0.0
0000FAD1, FLSpeedKPH, 0.0
0000FAD1, FRSpeedKPH, 0.0
0000FAD1, TCTorqueMax, 3.392
0000FAD1, TCLeftSlip, -0.999
0000FAD1, TCRightSlip, -0.999
0000FAD1, TCTorqueAdjustment, 0.0
0000FAD1, ThrottlePercent, 0
0000FAD1, BrakePercent, 3
0000FAD1, brakePressure, 10
0000FAD1, SteeringAngle, -102
0000FAD1, BrakeWhileThrottle, 0
0000FADB, VoltageBusHV, 0.0
0000FADB, VoltageCellMax, 3.9128000000000003
0000FADB, VoltageCellMin, 3.6955
0000FADB, CurrentBusHV, 0.01
0000FADD, AMS_PackVoltage, 525.58
0000FAE0, VCU_wheelSpeed_RL, 0.0
0000FAE0, VCU_wheelSpeed_RR, 0.0
0000FAE2, RLSpeedKPH, 0.0
0000FAE2, RRSpeedKPH, 0.0
0000FAE2, FLSpeedKPH, 0.0
0000FAE2, FRSpeedKPH, 0.0
0000FAE4, TCTorqueMax, 3.392
0000FAE4, TCLeftSlip, -0.999
0000FAE4, TCRightSlip, -0.999
0000FAE4, TCTorqueAdjustment, 0.0
0000FAE4, StateBatteryChargeHV, 92.80000000000001
0000FAE4, StateBatteryHealthHV, 0.0
0000FAE4, StateBatteryPowerHV, 100.80000000000001
0000FAE4, TempCellMax, 24.75
0000FAE4, TempCellMin, 21.5
0000FAE4, StateBMS, Wait_System_Up
0000FAE4, VoltageCellMuxSelect, 16
0000FAE4, VoltageCell49, 3.8833
0000FAE4, VoltageCell50, 3.8808000000000002
0000FAE4, VoltageCell51, 3.7911
0000FAE6, AdjustedVoltageCellMuxSelect, 16
0000FAE6, AdjustedVoltageCell49, 3.8833
0000FAE6, AdjustedVoltageCell50, 3.8808000000000002
0000FAE6, AdjustedVoltageCell51, 3.7903000000000002
0000FAE8, TempChannelMuxSelect, 16
0000FAE8, TempChannel49, 21.320000000000007
0000FAE8, TempChannel50, 21.379999999999995
0000FAE8, TempChannel51, 21.39
0000FAF9, ThrottlePercent, 0
0000FAF9, BrakePercent, 8
0000FAF9, brakePressure, 10
0000FAF9, SteeringAngle, -102
0000FAF9, BrakeWhileThrottle, 0
0000FB03, VCU_wheelSpeed_RL, 0.0
0000FB03, VCU_wheelSpeed_RR, 0.0
0000FB05, RLSpeedKPH, 0.0
0000FB05, RRSpeedKPH, 0.0
0000FB05, FLSpeedKPH, 0.0
0000FB05, FRSpeedKPH, 0.0
0000FB07, TCTorqueMax, 3.392
0000FB07, TCLeftSlip, -0.999
0000FB07, TCRightSlip, -0.999
0000FB07, TCTorqueAdjustment, 0.0
0000FB12, VoltageCellMuxSelect, 17
0000FB12, VoltageCell52, 3.8149
0000FB12, VoltageCell53, 3.8151
0000FB12, VoltageCell54, 3.8153
0000FB16, AdjustedVoltageCellMuxSelect, 17
0000FB16, AdjustedVoltageCell52, 3.8149
0000FB16, AdjustedVoltageCell53, 3.8152000000000004
0000FB16, AdjustedVoltageCell54, 3.8154000000000003
0000FB17, TempChannelMuxSelect, 17
0000FB17, TempChannel52, 21.35000000000001
0000FB17, TempChannel53, 24.519999999999996
0000FB17, TempChannel54, 21.53
0000FB26, VCU_wheelSpeed_RL, 0.0
0000FB26, VCU_wheelSpeed_RR, 0.0
0000FB28, RLSpeedKPH, 0.0
0000FB28, RRSpeedKPH, 0.0
0000FB28, FLSpeedKPH, 0.0
0000FB28, FRSpeedKPH, 0.0
0000FB2A, TCTorqueMax, 3.392
0000FB2A, TCLeftSlip, -0.999
0000FB2A, TCRightSlip, -0.999
0000FB2A, TCTorqueAdjustment, 0.0
0000FB2B, ThrottlePercent, 0
0000FB2B, BrakePercent, 6
0000FB2B, brakePressure, 10
0000FB2B, SteeringAngle, -102
0000FB2B, BrakeWhileThrottle, 0
0000FB42, VoltageBusHV, 0.03
0000FB42, VoltageCellMax, 3.9129
0000FB42, VoltageCellMin, 3.6955
0000FB42, CurrentBusHV, 0.0
0000FB44, AMS_PackVoltage, 525.58
0000FB49, VCU_wheelSpeed_RL, 0.0
0000FB49, VCU_wheelSpeed_RR, 0.0
0000FB4B, RLSpeedKPH, 0.0
0000FB4B, RRSpeedKPH, 0.0
0000FB4B, FLSpeedKPH, 0.0
0000FB4B, FRSpeedKPH, 0.0
0000FB4D, TCTorqueMax, 3.392
0000FB4D, TCLeftSlip, -0.999
0000FB4D, TCRightSlip, -0.999
0000FB4D, TCTorqueAdjustment, 0.0
0000FB51, StateBatteryChargeHV, 92.80000000000001
0000FB51, StateBatteryHealthHV, 0.0
0000FB51, StateBatteryPowerHV, 100.80000000000001
0000FB51, TempCellMax, 24.75
0000FB51, TempCellMin, 21.5
0000FB51, StateBMS, Wait_System_Up
0000FB51, VoltageCellMuxSelect, 18
0000FB51, VoltageCell55, 3.8161
0000FB51, VoltageCell56, 3.8176
0000FB51, VoltageCell57, 3.7919
0000FB53, AdjustedVoltageCellMuxSelect, 18
0000FB53, AdjustedVoltageCell55, 3.8160000000000003
0000FB53, AdjustedVoltageCell56, 3.8176
0000FB53, AdjustedVoltageCell57, 3.7918000000000003
0000FB55, TempChannelMuxSelect, 18
0000FB55, TempChannel55, 21.61
0000FB55, TempChannel56, 21.61
0000FB55, TempChannel57, 21.61
0000FB5D, ThrottlePercent, 0
0000FB5D, BrakePercent, 7
0000FB5D, brakePressure, 10
0000FB5D, SteeringAngle, -102
0000FB5D, BrakeWhileThrottle, 0
0000FB6C, VCU_wheelSpeed_RL, 0.0
0000FB6C, VCU_wheelSpeed_RR, 0.0
0000FB6E, RLSpeedKPH, 0.0
0000FB6E, RRSpeedKPH, 0.0
0000FB6E, FLSpeedKPH, 0.0
0000FB6E, FRSpeedKPH, 0.0
0000FB70, TCTorqueMax, 3.392
0000FB70, TCLeftSlip, -0.999
0000FB70, TCRightSlip, -0.999
0000FB70, TCTorqueAdjustment, 0.0
0000FB77, VoltageCellMuxSelect, 19
0000FB77, VoltageCell58, 3.9084000000000003
0000FB77, VoltageCell59, 3.8703000000000003
