00000135, BMU_checkFailed, BSPD_FAILED
00003487, VoltageCell101, 3.2147
00003487, VoltageCell102, 3.1803000000000003
00003487, AdjustedVoltageCellMuxSelect, 33
00003487, AdjustedVoltageCell100, 3.4198
00003487, AdjustedVoltageCell101, 3.2148000000000003
00003487, AdjustedVoltageCell102, 3.1804
00003487, IVT_MsgID_RX, 0
00003487, IVT_MsgCount, 1
00003487, IVT_Result_state, 0
00003487, IVT_I, 0.001
00003487, IVT_MsgID_RX, 7
00003487, IVT_MsgCount, 1
00003487, IVT_Result_state, 0
00003487, IVT_Wh, 0
00003488, VoltageBusHV, 0.0
00003488, VoltageCellMax, 3.5396
00003488, VoltageCellMin, 2.9665000000000004
00003488, CurrentBusHV, 0.0
00003488, TempChannelMuxSelect, 33
00003488, TempChannel100, 24.620000000000005
00003488, TempChannel101, 24.75
00003488, TempChannel102, 24.790000000000006
00003489, AMS_PackVoltage, 457.87
00003489, ThrottlePercent, 0
00003489, BrakePercent, 10
00003489, brakePressure, 10
00003489, SteeringAngle, -58
00003489, BrakeWhileThrottle, 0
0000348A, IVT_MsgID_RX, 0
0000348A, IVT_MsgCount, 2
0000348A, IVT_Result_state, 0
0000348A, IVT_I, 0.002
0000348A, VCU_wheelSpeed_RL, 0.0
0000348A, VCU_wheelSpeed_RR, 0.0
0000348A, RLSpeedKPH, 0.0
0000348A, RRSpeedKPH, 0.0
0000348A, FLSpeedKPH, 0.0
0000348A, FRSpeedKPH, 0.0
0000348A, TCTorqueMax, 3.392
0000348A, TCLeftSlip, -0.999
0000348A, TCRightSlip, -0.999
0000348A, TCTorqueAdjustment, 0.0
0000348A, IVT_MsgID_RX, 1
0000348A, IVT_MsgCount, 1
0000348A, IVT_Result_state, 0
0000348A, IVT_U1, -0.016
0000348A, IVT_MsgID_RX, 2
0000348A, IVT_MsgCount, 1
0000348A, IVT_Result_state, 0
0000348A, IVT_U2, 0.095
0000348A, IVT_MsgID_RX, 3
0000348A, IVT_MsgCount, 1
0000348A, IVT_Result_state, 0
0000348A, IVT_U3, 0.045
0000348A, IVT_MsgID_RX, 7
0000348A, IVT_MsgCount, 2
0000348A, IVT_Result_state, 0
0000348A, IVT_Wh, 0
000034B9, IVT_MsgID_RX, 0
000034B9, IVT_MsgCount, 3
000034B9, IVT_Result_state, 0
000034B9, IVT_I, -0.002
000034B9, VCU_wheelSpeed_RL, 0.0
000034B9, VCU_wheelSpeed_RR, 0.0
000034B9, RLSpeedKPH, 0.0
000034B9, RRSpeedKPH, 0.0
000034B9, FLSpeedKPH, 0.0
000034B9, FRSpeedKPH, 0.0
000034B9, ChannelCurrentRadiator, 0.187
000034B9, ChannelCurrentAccFan, 0.187
000034B9, ChannelCurrentPump1, 0.0
000034B9, ChannelCurrentPump2, 0.214
000034B9, TCTorqueMax, 3.392
000034B9, TCLeftSlip, -0.999
000034B9, TCRightSlip, -0.999
000034B9, TCTorqueAdjustment, 0.0
000034BB, StateBatteryChargeHV, 16.7
000034BB, StateBatteryHealthHV, 0.0
000034BB, StateBatteryPowerHV, 96.2
000034BB, TempCellMax, 25.25
000034BB, TempCellMin, 23.5
000034BB, StateBMS, Wait_System_Up
000034BB, HighestTempThermistor, 90
000034BB, ChannelCurrentAUX1, 0.0
000034BB, ChannelCurrentAUX2, 0.187
000034BB, ChannelCurrentAUX3, 0.0
000034BB, ChannelCurrentAUX4, 0.161
000034BB, ChannelCurrentBMU, 0.523
000034BB, ChannelCurrentCDU, 0.577
000034BB, ChannelCurrentTCU, 0.335
000034BB, ChannelCurrentWSB, 0.389
000034BB, ChannelCurrentBrakeLight, 0.0
000034BB, ChannelCurrentInverter, 0.0
000034BB, IVT_MsgID_RX, 0
000034BB, IVT_MsgCount, 4
000034BB, IVT_Result_state, 0
000034BB, IVT_I, 0.005
000034BB, IVT_MsgID_RX, 7
000034BB, IVT_MsgCount, 3
000034BB, IVT_Result_state, 0
000034BB, IVT_Wh, 0
000034BB, AdjustedVoltageCellMuxSelect, 34
000034BB, AdjustedVoltageCell103, 3.1866000000000003
000034BB, AdjustedVoltageCell104, 3.1799
000034BB, AdjustedVoltageCell105, 3.182
000034BB, TempChannelMuxSelect, 34
000034BB, TempChannel103, 24.519999999999996
000034BB, TempChannel104, 24.790000000000006
000034BB, TempChannel105, 24.519999999999996
000034BC, ThrottlePercent, 0
000034BC, BrakePercent, 9
000034BC, brakePressure, 10
000034BC, SteeringAngle, -58
000034BC, BrakeWhileThrottle, 0
000034BC, IVT_MsgID_RX, 0
000034BC, IVT_MsgCount, 5
000034BC, IVT_Result_state, 0
000034BC, IVT_I, 0.002
000034BC, IMD_R_iso_corrected, 9899
000034BC, IMD_R_iso_status, 253
000034BC, IMD_R_Measurement_Counter, 15
000034BC, IMD_Faults, 0
000034BC, IMD_Device_activity, 1
000034EB, IVT_MsgID_RX, 1
000034EB, IVT_MsgCount, 2
000034EB, IVT_Result_state, 0
000034EB, IVT_U1, -0.002
000034EB, IVT_MsgID_RX, 2
000034EB, IVT_MsgCount, 2
000034EB, IVT_Result_state, 0
000034EB, IVT_U2, 0.008
000034EB, IVT_MsgID_RX, 3
000034EB, IVT_MsgCount, 2
000034EB, IVT_Result_state, 0
000034EB, IVT_U3, 0.01
000034EB, VCU_wheelSpeed_RL, 0.0
000034EB, VCU_wheelSpeed_RR, 0.0
000034EC, IVT_MsgID_RX, 7
000034EC, IVT_MsgCount, 4
000034EC, IVT_Result_state, 0
000034EC, IVT_Wh, 0
000034ED, RLSpeedKPH, 0.0
000034ED, RRSpeedKPH, 0.0
000034ED, FLSpeedKPH, 0.0
000034ED, FRSpeedKPH, 0.0
000034ED, BMU_checkFailed, BSPD_FAILED
000034ED, BMU_InterlockInitialized, 0
000034ED, TCTorqueMax, 3.392
000034ED, TCLeftSlip, -0.999
000034ED, TCRightSlip, -0.999
000034ED, TCTorqueAdjustment, 0.0
000034ED, AdjustedVoltageCellMuxSelect, 35
000034ED, AdjustedVoltageCell106, 3.1755
000034ED, AdjustedVoltageCell107, 3.2081
000034ED, AdjustedVoltageCell108, 3.4183000000000003
000034ED, TempChannelMuxSelect, 35
000034ED, TempChannel106, 24.790000000000006
000034ED, TempChannel107, 24.650000000000006
000034ED, TempChannel108, 24.64
000034ED, IVT_MsgID_RX, 0
000034ED, IVT_MsgCount, 6
000034ED, IVT_Result_state, 0
000034ED, IVT_I, -0.001
000034ED, VoltageBusHV, 0.0
000034ED, VoltageCellMax, 3.5396
000034ED, VoltageCellMin, 2.9665000000000004
000034ED, CurrentBusHV, 0.0
000034EE, AMS_PackVoltage, 457.87
000034EE, ThrottlePercent, 0
000034EE, BrakePercent, 10
000034EE, brakePressure, 10
000034EE, SteeringAngle, -58
000034EE, BrakeWhileThrottle, 0
000034EE, IVT_MsgID_RX, 0
000034EE, IVT_MsgCount, 7
000034EE, IVT_Result_state, 0
000034EE, IVT_I, 0.003
000034EE, IVT_MsgID_RX, 7
000034EE, IVT_MsgCount, 5
000034EE, IVT_Result_state, 0
000034EE, IVT_Wh, 0
000034EE, VCU_wheelSpeed_RL, 0.0
000034EE, VCU_wheelSpeed_RR, 0.0
000034F0, RLSpeedKPH, 0.0
000034F0, RRSpeedKPH, 0.0
000034F0, FLSpeedKPH, 0.0
000034F0, FRSpeedKPH, 0.0
000034F0, TCTorqueMax, 3.392
000034F0, TCLeftSlip, -0.999
000034F0, TCRightSlip, -0.999
000034F0, TCTorqueAdjustment, 0.0
0000351D, IVT_MsgID_RX, 0
0000351D, IVT_MsgCount, 8
0000351D, IVT_Result_state, 0
0000351D, IVT_I, 0.006
0000351D, VoltageBusLV, 12.123000000000001
0000351D, CurrentBusLV, 0.0
0000351D, PowerBusLV, 0
0000351D, VoltageCellMuxSelect, 36
0000351D, VoltageCell109, 3.4137
0000351D, VoltageCell110, 3.4171
0000351D, VoltageCell111, 3.2531000000000003
0000351D, AdjustedVoltageCellMuxSelect, 36
0000351D, AdjustedVoltageCell109, 3.4136
0000351D, AdjustedVoltageCell110, 3.4170000000000003
0000351D, AdjustedVoltageCell111, 3.2528
0000351D, IVT_MsgID_RX, 1
0000351D, IVT_MsgCount, 3
0000351D, IVT_Result_state, 0
0000351D, IVT_U1, -0.043000000000000003
0000351D, IVT_MsgID_RX, 2
0000351D, IVT_MsgCount, 3
0000351D, IVT_Result_state, 0
0000351D, IVT_U2, 0.058
0000351D, IVT_MsgID_RX, 3
0000351D, IVT_MsgCount, 3
0000351D, IVT_Result_state, 0
0000351D, IVT_U3, 0.008
0000351D, IVT_MsgID_RX, 7
0000351D, IVT_MsgCount, 6
0000351D, IVT_Result_state, 0
0000351D, IVT_Wh, 0
0000351E, TempChannelMuxSelect, 36
0000351E, TempChannel109, 24.189999999999998
0000351E, TempChannel110, 24.78
0000351E, TempChannel111, 24.25
0000351E, IVT_MsgID_RX, 0
0000351E, IVT_MsgCount, 9
0000351E, IVT_Result_state, 0
0000351E, IVT_I, 0.0
0000351E, ChannelCurrentRadiator, 0.187
0000351E, ChannelCurrentAccFan, 0.201
0000351E, ChannelCurrentPump1, 0.0
0000351E, ChannelCurrentPump2, 0.214
0000351E, ChannelCurrentAUX1, 0.0
0000351E, ChannelCurrentAUX2, 0.214
0000351E, ChannelCurrentAUX3, 0.0
0000351E, ChannelCurrentAUX4, 0.201
0000351E, ChannelCurrentBMU, 0.523
0000351E, ChannelCurrentCDU, 0.577
0000351E, ChannelCurrentTCU, 0.322
0000351E, ChannelCurrentWSB, 0.322
00003520, ChannelCurrentBrakeLight, 0.0
00003520, ChannelCurrentInverter, 0.0
00003520, VCU_wheelSpeed_RL, 0.0
00003520, VCU_wheelSpeed_RR, 0.0
00003520, RLSpeedKPH, 0.0
00003520, RRSpeedKPH, 0.0
00003520, FLSpeedKPH, 0.0
00003520, FRSpeedKPH, 0.0
00003520, TCTorqueMax, 3.392
00003520, TCLeftSlip, -0.999
00003520, TCRightSlip, -0.999
00003520, TCTorqueAdjustment, 0.0
00003520, ThrottlePercent, 0
00003520, BrakePercent, 9
00003520, brakePressure, 10
00003520, SteeringAngle, -58
00003520, BrakeWhileThrottle, 0
00003520, IVT_MsgID_RX, 0
00003520, IVT_MsgCount, 10
00003520, IVT_Result_state, 0
00003520, IVT_I, 0.002
00003520, IVT_MsgID_RX, 7
00003520, IVT_MsgCount, 7
00003520, IVT_Result_state, 0
00003520, IVT_Wh, 0
00003520, IMD_R_iso_corrected, 9899
00003520, IMD_R_iso_status, 253
00003520, IMD_R_Measurement_Counter, 15
00003520, IMD_Faults, 0
00003520, IMD_Device_activity, 1
00003521, StateBatteryChargeHV, 16.7
00003521, StateBatteryHealthHV, 0.0
00003521, StateBatteryPowerHV, 96.2
00003521, TempCellMax, 25.25
00003521, TempCellMin, 23.5
00003521, StateBMS, Wait_System_Up
00003521, HighestTempThermistor, 90
0000354F, BMU_checkFailed, BSPD_FAILED
0000354F, BMU_InterlockInitialized, 0
0000354F, VoltageCellMuxSelect, 37
0000354F, VoltageCell112, 3.1815
0000354F, VoltageCell113, 3.181
0000354F, VoltageCell114, 3.1801000000000004
0000354F, VCU_wheelSpeed_RL, 0.0
0000354F, VCU_wheelSpeed_RR, 0.0
0000354F, IVT_MsgID_RX, 0
0000354F, IVT_MsgCount, 11
0000354F, IVT_Result_state, 0
0000354F, IVT_I, 0.001
0000354F, RLSpeedKPH, 0.0
0000354F, RRSpeedKPH, 0.0
0000354F, FLSpeedKPH, 0.0
0000354F, FRSpeedKPH, 0.0
00003551, AdjustedVoltageCellMuxSelect, 37
00003551, AdjustedVoltageCell112, 3.1815
00003551, AdjustedVoltageCell113, 3.1809000000000003
00003551, AdjustedVoltageCell114, 3.1801000000000004
00003551, TCTorqueMax, 3.392
00003551, TCLeftSlip, -0.999
00003551, TCRightSlip, -0.999
00003551, TCTorqueAdjustment, 0.0
00003551, TempChannelMuxSelect, 37
00003551, TempChannel112, 24.49000000000001
00003551, TempChannel113, 24.070000000000007
00003551, TempChannel114, 24.060000000000002
00003551, VoltageBusHV, 0.0
00003551, VoltageCellMax, 3.5396
00003551, VoltageCellMin, 2.9666
00003551, CurrentBusHV, 0.0
00003551, IVT_MsgID_RX, 1
00003551, IVT_MsgCount, 4
00003551, IVT_Result_state, 0
00003551, IVT_U1, -0.02
00003551, IVT_MsgID_RX, 2
00003551, IVT_MsgCount, 4
00003551, IVT_Result_state, 0
00003551, IVT_U2, 0.008
00003551, IVT_MsgID_RX, 3
00003551, IVT_MsgCount, 4
00003551, IVT_Result_state, 0
00003551, IVT_U3, 0.035
00003552, IVT_MsgID_RX, 7
00003552, IVT_MsgCount, 8
00003552, IVT_Result_state, 0
00003552, IVT_Wh, 0
00003552, AMS_PackVoltage, 457.87
00003552, ThrottlePercent, 0
00003552, BrakePercent, 9
00003552, brakePressure, 10
00003552, SteeringAngle, -58
00003552, BrakeWhileThrottle, 0
00003552, IVT_MsgID_RX, 0
00003552, IVT_MsgCount, 12
00003552, IVT_Result_state, 0
00003552, IVT_I, 0.0
00003552, VCU_wheelSpeed_RL, 0.0
00003552, VCU_wheelSpeed_RR, 0.0
00003552, RLSpeedKPH, 0.0
00003552, RRSpeedKPH, 0.0
00003552, FLSpeedKPH, 0.0
00003552, FRSpeedKPH, 0.0
00003581, TCTorqueMax, 3.392
00003581, TCLeftSlip, -0.999
00003581, TCRightSlip, -0.999
00003581, TCTorqueAdjustment, 0.0
00003582, IVT_MsgID_RX, 0
00003582, IVT_MsgCount, 13
00003582, IVT_Result_state, 0
00003582, IVT_I, 0.0
00003582, IVT_MsgID_RX, 7
00003582, IVT_MsgCount, 9
00003582, IVT_Result_state, 0
00003582, IVT_Wh, 0
00003582, VoltageCellMuxSelect, 38
00003582, VoltageCell115, 3.1833
00003582, VoltageCell116, 3.1785
00003582, VoltageCell117, 2.9844
00003582, AdjustedVoltageCellMuxSelect, 38
00003582, AdjustedVoltageCell115, 3.1832000000000003
00003582, AdjustedVoltageCell116, 3.1785
00003582, AdjustedVoltageCell117, 2.9843
00003583, TempChannelMuxSelect, 38
00003583, TempChannel115, 24.519999999999996
00003583, TempChannel116, 24.480000000000004
00003583, TempChannel117, 24.519999999999996
00003583, IVT_MsgID_RX, 0
00003583, IVT_MsgCount, 14
00003583, IVT_Result_state, 0
00003583, IVT_I, 0.002
00003583, ChannelCurrentRadiator, 0.228
00003583, ChannelCurrentAccFan, 0.201
00003583, ChannelCurrentPump1, 0.0
00003583, ChannelCurrentPump2, 0.214
00003583, ChannelCurrentAUX1, 0.0
00003583, ChannelCurrentAUX2, 0.214
00003583, ChannelCurrentAUX3, 0.0
00003583, ChannelCurrentAUX4, 0.214
00003583, ChannelCurrentBMU, 0.537
00003583, ChannelCurrentCDU, 0.523
00003583, ChannelCurrentTCU, 0.362
00003583, ChannelCurrentWSB, 0.389
00003583, ChannelCurrentBrakeLight, 0.0
00003583, ChannelCurrentInverter, 0.0
00003583, ThrottlePercent, 0
00003583, BrakePercent, 9
00003583, brakePressure, 10
00003583, SteeringAngle, -58
00003583, BrakeWhileThrottle, 0
00003583, VCU_wheelSpeed_RL, 0.0
00003583, VCU_wheelSpeed_RR, 0.0
00003584, IVT_MsgID_RX, 1
00003584, IVT_MsgCount, 5
00003584, IVT_Result_state, 0
00003584, IVT_U1, -0.029
00003584, IVT_MsgID_RX, 2
00003584, IVT_MsgCount, 5
00003584, IVT_Result_state, 0
00003584, IVT_U2, 0.0
00003584, IVT_MsgID_RX, 3
00003584, IVT_MsgCount, 5
00003584, IVT_Result_state, 0
00003584, IVT_U3, 0.031
00003585, RLSpeedKPH, 0.0
00003585, RRSpeedKPH, 0.0
00003585, FLSpeedKPH, 0.0
00003585, FRSpeedKPH, 0.0
00003585, IVT_MsgID_RX, 7
00003585, IVT_MsgCount, 10
00003585, IVT_Result_state, 0
00003585, IVT_Wh, 0
00003586, TCTorqueMax, 3.392
00003586, TCLeftSlip, -0.999
00003586, TCRightSlip, -0.999
00003586, TCTorqueAdjustment, 0.0
00003586, IVT_MsgID_RX, 0
00003586, IVT_MsgCount, 15
00003586, IVT_Result_state, 0
00003586, IVT_I, 0.002
00003586, IMD_R_iso_corrected, 9899
00003586, IMD_R_iso_status, 253
00003586, IMD_R_Measurement_Counter, 15
00003586, IMD_Faults, 0
00003586, IMD_Device_activity, 1
000035B3, IVT_MsgID_RX, 0
000035B3, IVT_MsgCount, 0
000035B3, IVT_Result_state, 0
000035B3, IVT_I, 0.005
000035B3, IVT_MsgID_RX, 7
000035B3, IVT_MsgCount, 11
000035B3, IVT_Result_state, 0
000035B3, IVT_Wh, 0
000035B3, VCU_wheelSpeed_RL, 0.0
000035B3, VCU_wheelSpeed_RR, 0.0
000035B3, StateBatteryChargeHV, 16.7
000035B3, StateBatteryHealthHV, 0.0
000035B3, StateBatteryPowerHV, 96.2
000035B3, TempCellMax, 25.25
000035B3, TempCellMin, 23.5
000035B3, StateBMS, Wait_System_Up
000035B3, HighestTempThermistor, 90
000035B3, BMU_checkFailed, BSPD_FAILED
000035B3, BMU_InterlockInitialized, 0
000035B3, VoltageCellMuxSelect, 39
000035B3, VoltageCell118, 3.4176
000035B3, VoltageCell119, 3.4131
000035B3, VoltageCell120, 3.4162000000000003
000035B3, RLSpeedKPH, 0.0
000035B3, RRSpeedKPH, 0.0
000035B3, FLSpeedKPH, 0.0
000035B3, FRSpeedKPH, 0.0
000035B3, AdjustedVoltageCellMuxSelect, 39
000035B3, AdjustedVoltageCell118, 3.4177
000035B3, AdjustedVoltageCell119, 3.4130000000000003
000035B3, AdjustedVoltageCell120, 3.4161
000035B5, TCTorqueMax, 3.392
000035B5, TCLeftSlip, -0.999
000035B5, TCRightSlip, -0.999
000035B5, TCTorqueAdjustment, 0.0
000035B5, TempChannelMuxSelect, 39
000035B5, TempChannel118, 24.230000000000004
000035B5, TempChannel119, 24.38000000000001
000035B5, TempChannel120, 24.040000000000006
000035B5, VoltageBusHV, 0.0
000035B5, VoltageCellMax, 3.5396
000035B5, VoltageCellMin, 2.9666
000035B5, CurrentBusHV, 0.0
000035B5, AMS_PackVoltage, 457.87
000035B6, IVT_MsgID_RX, 0
000035B6, IVT_MsgCount, 1
000035B6, IVT_Result_state, 0
000035B6, IVT_I, 0.006
000035B6, ThrottlePercent, 0
000035B6, BrakePercent, 10
000035B6, brakePressure, 10
000035B6, SteeringAngle, -58
000035B6, BrakeWhileThrottle, 0
000035B6, IVT_MsgID_RX, 1
000035B6, IVT_MsgCount, 6
000035B6, IVT_Result_state, 0
000035B6, IVT_U1, 0.0
000035B6, IVT_MsgID_RX, 2
000035B6, IVT_MsgCount, 6
000035B6, IVT_Result_state, 0
000035B6, IVT_U2, 0.058
000035B6, IVT_MsgID_RX, 3
000035B6, IVT_MsgCount, 6
000035B6, IVT_Result_state, 0
000035B6, IVT_U3, 0.031
000035B6, IVT_MsgID_RX, 7
000035B6, IVT_MsgCount, 12
000035B6, IVT_Result_state, 0
000035B6, IVT_Wh, 0
000035E5, IVT_MsgID_RX, 0
000035E5, IVT_MsgCount, 2
000035E5, IVT_Result_state, 0
000035E5, IVT_I, -0.001
000035E5, VCU_wheelSpeed_RL, 0.0
000035E5, VCU_wheelSpeed_RR, 0.0
000035E5, RLSpeedKPH, 0.0
000035E5, RRSpeedKPH, 0.0
000035E5, FLSpeedKPH, 0.0
000035E5, FRSpeedKPH, 0.0
000035E5, TCTorqueMax, 3.392
000035E5, TCLeftSlip, -0.999
000035E5, TCRightSlip, -0.999
000035E5, TCTorqueAdjustment, 0.0
000035E5, VoltageCellMuxSelect, 40
000035E5, VoltageCell121, 3.2533000000000003
000035E5, VoltageCell122, 3.1771000000000003
000035E5, VoltageCell123, 3.1751
000035E7, AdjustedVoltageCellMuxSelect, 40
000035E7, AdjustedVoltageCell121, 3.2527000000000004
000035E7, AdjustedVoltageCell122, 3.1771000000000003
000035E7, AdjustedVoltageCell123, 3.1750000000000003
000035E7, TempChannelMuxSelect, 40
000035E7, TempChannel121, 24.39
000035E7, TempChannel122, 24.38000000000001
000035E7, TempChannel123, 24.659999999999997
000035E7, IVT_MsgID_RX, 0
000035E7, IVT_MsgCount, 3
000035E7, IVT_Result_state, 0
000035E7, IVT_I, 0.0
000035E7, IVT_MsgID_RX, 7
000035E7, IVT_MsgCount, 13
000035E7, IVT_Result_state, 0
000035E7, IVT_Wh, 0
000035E7, ChannelCurrentRadiator, 0.201
000035E7, ChannelCurrentAccFan, 0.214
000035E7, ChannelCurrentPump1, 0.0
000035E7, ChannelCurrentPump2, 0.201
000035E7, ChannelCurrentAUX1, 0.0
000035E7, ChannelCurrentAUX2, 0.214
000035E7, ChannelCurrentAUX3, 0.0
000035E7, ChannelCurrentAUX4, 0.214
000035E7, ChannelCurrentBMU, 0.55
000035E7, ChannelCurrentCDU, 0.537
000035E7, ChannelCurrentTCU, 0.375
000035E7, ChannelCurrentWSB, 0.402
000035E7, ChannelCurrentBrakeLight, 0.0
000035E7, ChannelCurrentInverter, 0.0
000035E8, ThrottlePercent, 0
000035E8, BrakePercent, 10
000035E8, brakePressure, 10
000035E8, SteeringAngle, -58
000035E8, BrakeWhileThrottle, 0
000035E8, VCU_wheelSpeed_RL, 0.0
000035E8, VCU_wheelSpeed_RR, 0.0
000035E8, RLSpeedKPH, 0.0
000035E8, RRSpeedKPH, 0.0
000035E8, FLSpeedKPH, 0.0
000035E8, FRSpeedKPH, 0.0
000035E8, IVT_MsgID_RX, 0
000035E8, IVT_MsgCount, 4
000035E8, IVT_Result_state, 0
000035E8, IVT_I, 0.001
000035E8, TCTorqueMax, 3.392
000035E8, TCLeftSlip, -0.999
000035E8, TCRightSlip, -0.999
000035E8, TCTorqueAdjustment, 0.0
000035E8, IMD_R_iso_corrected, 9899
000035E8, IMD_R_iso_status, 253
000035E8, IMD_R_Measurement_Counter, 15
000035E8, IMD_Faults, 0
000035E8, IMD_Device_activity, 1
00003617, IVT_MsgID_RX, 1
00003617, IVT_MsgCount, 7
00003617, IVT_Result_state, 0
00003617, IVT_U1, -0.049
00003618, IVT_MsgID_RX, 2
00003618, IVT_MsgCount, 7
00003618, IVT_Result_state, 0
00003618, IVT_U2, 0.02
00003618, IVT_MsgID_RX, 3
00003618, IVT_MsgCount, 7
00003618, IVT_Result_state, 0
00003618, IVT_U3, 0.089
00003618, IVT_MsgID_RX, 7
00003618, IVT_MsgCount, 14
00003618, IVT_Result_state, 0
00003618, IVT_Wh, 0
00003618, IVT_MsgID_RX, 0
00003618, IVT_MsgCount, 5
00003618, IVT_Result_state, 0
00003618, IVT_I, 0.002
00003619, BMU_checkFailed, BSPD_FAILED
00003619, BMU_InterlockInitialized, 0
00003619, VoltageCellMuxSelect, 41
00003619, VoltageCell124, 3.1784000000000003
00003619, VoltageCell125, 3.1671
00003619, VoltageCell126, 3.1742000000000004
00003619, AdjustedVoltageCellMuxSelect, 41
00003619, AdjustedVoltageCell124, 3.1784000000000003
00003619, AdjustedVoltageCell125, 3.1670000000000003
00003619, AdjustedVoltageCell126, 3.1741
00003619, VCU_wheelSpeed_RL, 0.0
00003619, VCU_wheelSpeed_RR, 0.0
00003619, RLSpeedKPH, 0.0
00003619, RRSpeedKPH, 0.0
00003619, FLSpeedKPH, 0.0
00003619, FRSpeedKPH, 0.0
00003619, TCTorqueMax, 3.392
00003619, TCLeftSlip, -0.999
00003619, TCRightSlip, -0.999
00003619, TCTorqueAdjustment, 0.0
00003619, IVT_MsgID_RX, 0
00003619, IVT_MsgCount, 6
00003619, IVT_Result_state, 0
00003619, IVT_I, 0.001
0000361A, IVT_MsgID_RX, 7
0000361A, IVT_MsgCount, 15
0000361A, IVT_Result_state, 0
0000361A, IVT_Wh, 0
0000361A, ThrottlePercent, 0
0000361A, BrakePercent, 10
0000361A, brakePressure, 10
0000361A, SteeringAngle, -58
0000361A, BrakeWhileThrottle, 0
0000361B, VoltageBusHV, 0.0
0000361B, VoltageCellMax, 3.5396
0000361B, VoltageCellMin, 2.9666
0000361B, CurrentBusHV, 0.0
0000361B, AMS_PackVoltage, 457.87
0000361C, StateBatteryChargeHV, 16.7
0000361C, StateBatteryHealthHV, 0.0
0000361C, StateBatteryPowerHV, 96.2
0000361C, TempCellMax, 25.25
0000361C, TempCellMin, 23.5
0000361C, StateBMS, Wait_System_Up
0000361C, HighestTempThermistor, 90
0000361C, TempChannelMuxSelect, 41
0000361C, TempChannel124, 24.64
0000361C, TempChannel125, 24.89
0000361C, TempChannel126, 24.47
00003649, IVT_MsgID_RX, 0
00003649, IVT_MsgCount, 7
00003649, IVT_Result_state, 0
00003649, IVT_I, -0.003
00003649, VCU_wheelSpeed_RL, 0.0
00003649, VCU_wheelSpeed_RR, 0.0
00003649, RLSpeedKPH, 0.0
00003649, RRSpeedKPH, 0.0
00003649, FLSpeedKPH, 0.0
00003649, FRSpeedKPH, 0.0
00003649, IVT_MsgID_RX, 1
00003649, IVT_MsgCount, 8
00003649, IVT_Result_state, 0
00003649, IVT_U1, -0.031
00003649, VoltageCellMuxSelect, 42
00003649, VoltageCell127, 3.1949
00003649, VoltageCell128, 3.4232
00003649, VoltageCell129, 3.414
00003649, IVT_MsgID_RX, 2
00003649, IVT_MsgCount, 8
00003649, IVT_Result_state, 0
00003649, IVT_U2, 0.022
00003649, IVT_MsgID_RX, 3
00003649, IVT_MsgCount, 8
00003649, IVT_Result_state, 0
00003649, IVT_U3, 0.041
00003649, TCTorqueMax, 3.392
00003649, TCLeftSlip, -0.999
00003649, TCRightSlip, -0.999
00003649, TCTorqueAdjustment, 0.0
0000364A, IVT_MsgID_RX, 7
0000364A, IVT_MsgCount, 0
0000364A, IVT_Result_state, 0
0000364A, IVT_Wh, 0
0000364A, AdjustedVoltageCellMuxSelect, 42
0000364A, AdjustedVoltageCell127, 3.1954000000000002
0000364A, AdjustedVoltageCell128, 3.4226
0000364A, AdjustedVoltageCell129, 3.4139000000000004
0000364A, TempChannelMuxSelect, 42
0000364A, TempChannel127, 24.689999999999998
0000364A, TempChannel128, 24.72
0000364A, TempChannel129, 24.840000000000003
0000364B, IVT_MsgID_RX, 0
0000364B, IVT_MsgCount, 8
0000364B, IVT_Result_state, 0
0000364B, IVT_I, 0.004
0000364B, ChannelCurrentRadiator, 0.201
0000364B, ChannelCurrentAccFan, 0.214
0000364B, ChannelCurrentPump1, 0.0
0000364B, ChannelCurrentPump2, 0.201
0000364C, ChannelCurrentAUX1, 0.0
0000364C, ChannelCurrentAUX2, 0.241
0000364C, ChannelCurrentAUX3, 0.0
0000364C, ChannelCurrentAUX4, 0.201
0000364C, ChannelCurrentBMU, 0.537
0000364C, ChannelCurrentCDU, 0.577
0000364C, ChannelCurrentTCU, 0.362
0000364C, ChannelCurrentWSB, 0.389
0000364C, ChannelCurrentBrakeLight, 0.0
0000364C, ChannelCurrentInverter, 0.0
0000364C, ThrottlePercent, 0
0000364C, BrakePercent, 10
0000364C, brakePressure, 10
0000364C, SteeringAngle, -58
0000364C, BrakeWhileThrottle, 0
0000364C, IVT_MsgID_RX, 0
0000364C, IVT_MsgCount, 9
0000364C, IVT_Result_state, 0
0000364C, IVT_I, 0.0
0000364C, IVT_MsgID_RX, 7
0000364C, IVT_MsgCount, 1
0000364C, IVT_Result_state, 0
0000364C, IVT_Wh, 0
0000364C, VCU_wheelSpeed_RL, 0.0
0000364C, VCU_wheelSpeed_RR, 0.0
0000364C, RLSpeedKPH, 0.0
0000364C, RRSpeedKPH, 0.0
0000364C, FLSpeedKPH, 0.0
0000364C, FRSpeedKPH, 0.0
0000364D, IMD_R_iso_corrected, 9899
0000364D, IMD_R_iso_status, 253
0000364D, IMD_R_Measurement_Counter, 15
0000364D, IMD_Faults, 0
0000364D, IMD_Device_activity, 1
0000364D, TCTorqueMax, 3.392
0000364D, TCLeftSlip, -0.999
0000364D, TCRightSlip, -0.999
